id_client,age,anciennete_mois,nb_seances_moy_mois,abonnement_premium,coaching,satisfaction,revenu_mensuel,churn
2310,46.0,48,3.3,0,0,5.0,51.98,0
2311,34.0,16,6.9,1,1,7.2,137.18,0
2312,55.0,25,4.3,0,1,4.9,63.26,0
2313,40.0,72,4.2,1,0,7.1,88.97,0
2314,42.0,29,6.2,0,0,6.1,87.96,0
2315,44.0,52,5.2,0,0,6.6,49.58,0
2316,42.0,46,5.8,0,0,6.5,80.96,0
2317,46.0,25,4.4,1,0,3.5,68.46,0
2318,31.0,23,4.3,1,0,2.9,89.17,0
2319,32.0,34,3.5,0,1,6.1,60.08,0
2320,26.0,67,6.4,0,1,9.8,63.93,0
2321,42.0,34,5.2,1,1,6.9,111.65,0
2322,45.0,32,5.6,1,0,7.6,88.54,0
2323,42.0,29,3.0,1,1,4.6,89.38,0
2324,54.0,9,6.4,0,0,5.3,45.79,0
2325,37.0,66,5.6,0,0,7.3,71.64,0
2326,44.0,57,6.5,1,0,7.3,98.52,0
2327,27.0,39,5.7,0,1,6.4,60.53,0
2328,34.0,7,5.6,0,0,4.0,60.42,0
2329,44.0,69,1.4,0,0,5.4,42.6,0
2330,46.0,8,7.3,0,0,6.1,55.29,1
2331,35.0,18,2.4,1,0,3.4,77.12,0
2332,37.0,49,7.1,1,0,6.8,115.65,0
2333,22.0,16,4.9,0,0,5.1,65.32,0
2334,34.0,21,1.8,0,1,2.7,76.75,0
2335,46.0,10,4.8,1,1,5.2,108.44,0
2336,43.0,4,2.0,0,1,2.1,48.96,1
2337,43.0,44,7.2,0,0,9.0,74.74,0
2338,38.0,8,4.0,0,0,3.3,36.98,1
2339,38.0,55,2.9,0,0,5.7,39.59,0
2340,31.0,19,6.3,0,1,7.3,79.21,0
2341,44.0,64,4.9,0,0,7.2,51.05,0
2342,42.0,40,6.0,0,0,5.2,52.31,0
2343,42.0,51,4.8,1,0,5.8,76.36,0
2344,32.0,9,7.3,1,0,4.5,90.37,0
2345,18.0,30,4.2,1,0,4.0,88.89,0
2346,48.0,56,1.8,0,0,4.1,43.54,0
2347,33.0,44,2.8,0,0,3.2,54.0,0
2348,29.0,59,5.9,1,0,5.8,82.02,0
2349,44.0,15,3.7,1,0,2.1,83.1,1
2350,34.0,68,7.6,0,0,9.3,48.58,0
2351,48.0,70,2.7,0,0,5.0,30.51,0
2352,44.0,61,7.0,0,1,8.2,95.28,0
2353,44.0,23,4.1,0,0,4.0,44.74,0
2354,24.0,47,7.6,0,0,8.4,69.16,0
2355,50.0,17,6.0,1,0,4.9,61.69,0
2356,40.0,57,5.4,0,0,5.2,53.11,0
2357,34.0,54,6.3,0,1,8.4,69.16,0
2358,39.0,52,7.5,1,1,8.5,105.48,0
2359,20.0,22,4.9,0,1,6.2,75.72,0
2360,42.0,39,1.2,1,0,2.4,62.25,0
2361,27.0,13,7.4,0,0,6.0,64.58,0
2362,24.0,66,4.5,1,1,6.1,106.32,0
2363,22.0,52,10.1,0,0,9.7,76.21,0
2364,49.0,14,3.8,1,1,4.5,91.34,0
2365,31.0,63,4.2,0,1,6.7,59.24,0
2366,53.0,71,6.5,0,0,8.1,74.58,0
2367,32.0,28,6.5,0,0,5.6,54.49,0
2368,20.0,46,5.8,0,0,6.3,45.11,0
2369,26.0,28,3.9,0,0,3.1,37.26,0
2370,50.0,2,2.7,1,0,2.1,70.36,0
2371,36.0,17,3.6,0,0,1.5,47.28,1
2372,32.0,59,2.0,1,0,4.1,62.6,0
2373,39.0,52,9.1,0,0,8.9,85.68,0
2374,43.0,4,3.0,1,0,3.9,59.92,1
2375,49.0,3,4.4,0,1,4.4,77.01,0
2376,52.0,37,6.4,1,1,9.3,107.87,0
2377,34.0,24,5.0,0,0,5.8,59.13,0
2378,24.0,72,3.8,0,1,7.6,70.22,0
2379,33.0,35,4.7,0,0,5.0,46.02,0
2380,40.0,2,3.8,1,0,1.6,51.66,1
2381,28.0,33,4.5,1,1,5.6,105.58,0
2382,28.0,10,5.8,1,0,4.7,83.82,0
2383,41.0,62,2.9,0,0,4.7,45.86,0
2384,37.0,43,7.2,0,0,8.0,65.5,0
2385,38.0,69,5.1,1,1,9.1,85.91,0
2386,30.0,59,3.8,0,0,5.8,51.43,0
2387,35.0,9,4.4,0,1,5.6,72.14,0
2388,28.0,60,7.3,1,0,8.5,90.96,0
2389,46.0,63,6.6,0,0,7.8,80.35,0
2390,48.0,52,5.5,1,0,5.7,83.62,0
2391,19.0,23,3.8,0,0,5.6,47.75,0
2392,28.0,30,6.1,1,0,6.4,84.16,0
2393,23.0,43,5.0,1,0,6.0,69.44,0
2394,31.0,68,8.5,1,0,8.5,98.85,0
2395,37.0,21,4.9,0,0,6.9,57.33,0
2396,23.0,43,8.4,0,0,7.3,65.21,0
2397,28.0,7,5.4,1,1,5.7,109.39,0
2398,27.0,16,2.9,0,1,4.4,69.5,0
2399,40.0,23,11.6,1,1,9.4,131.82,0
2400,38.0,58,2.1,0,1,6.3,68.82,0
2401,30.0,31,1.0,0,0,2.6,31.38,0
2402,39.0,69,0.9,0,0,3.0,42.23,0
2403,32.0,6,10.5,0,1,9.9,97.51,0
2404,35.0,65,9.2,1,1,10.0,137.04,0
2405,54.0,59,5.3,1,0,6.3,75.6,0
2406,51.0,28,5.9,0,0,4.7,57.77,0
2407,25.0,18,5.5,1,0,5.4,73.85,0
2408,46.0,10,1.5,1,0,2.0,67.79,0
2409,46.0,7,7.9,1,0,4.8,83.21,0
2410,26.0,37,7.7,0,1,8.1,87.11,0
2411,46.0,45,2.5,0,0,3.4,28.87,0
2412,53.0,16,5.7,1,0,5.4,88.63,0
2413,26.0,14,4.9,0,0,3.4,60.17,0
2414,28.0,11,4.6,1,1,5.1,99.14,0
2415,48.0,34,3.6,1,0,4.0,67.91,0
2416,40.0,60,4.8,1,0,6.0,85.82,0
2417,43.0,13,3.9,1,0,5.1,65.31,0
2418,41.0,39,7.1,1,0,6.3,83.21,0
2419,41.0,44,4.9,0,0,5.4,61.63,0
2420,24.0,28,3.6,0,1,5.8,73.52,0
2421,48.0,40,4.9,0,0,5.0,60.23,0
2422,49.0,16,4.7,0,0,3.5,76.56,1
2423,35.0,50,4.6,0,0,6.1,54.87,0
2424,37.0,28,6.4,0,0,6.6,57.77,0
2425,22.0,68,4.4,0,0,7.8,50.81,0
2426,43.0,60,3.9,0,0,5.5,28.3,0
2427,43.0,12,2.3,1,0,1.4,70.27,0
2428,37.0,16,5.0,1,1,5.0,114.05,0
2429,49.0,53,7.5,1,0,9.3,88.98,0
2430,34.0,54,4.8,0,1,7.9,86.87,0
2431,43.0,49,4.0,0,0,4.4,40.29,1
2432,27.0,36,3.5,0,1,5.1,59.65,0
2433,37.0,62,1.6,0,0,3.1,29.95,0
2434,36.0,26,7.4,0,0,6.4,52.12,0
2435,40.0,56,6.0,0,1,9.0,94.43,0
2436,34.0,22,6.5,0,0,7.2,67.85,0
2437,36.0,69,5.5,1,0,8.4,88.72,0
2438,46.0,49,3.4,1,0,4.9,64.7,0
2439,33.0,2,4.4,0,0,2.5,59.8,0
2440,21.0,53,4.0,0,0,5.9,44.92,0
2441,55.0,7,4.2,0,0,1.5,46.21,1
2442,51.0,20,4.2,0,0,3.1,61.62,0
2443,25.0,30,7.2,1,0,7.2,82.59,0
2444,44.0,67,9.0,1,1,10.0,110.23,0
2445,32.0,59,3.3,0,1,8.0,55.11,0
2446,40.0,66,4.7,0,0,6.4,51.85,0
2447,40.0,3,5.4,0,0,5.2,77.79,0
2448,35.0,56,3.0,0,0,4.5,42.6,0
2449,30.0,17,5.1,1,0,4.0,67.52,0
2450,31.0,52,5.7,1,0,6.9,77.27,0
2451,28.0,7,4.8,0,0,4.9,49.57,0
2452,29.0,5,6.3,0,1,7.1,81.74,0
2453,37.0,54,5.0,1,0,7.2,83.63,0
2454,30.0,61,0.5,0,0,3.9,20.0,0
2455,44.0,16,3.1,1,0,3.9,58.16,0
2456,52.0,67,7.9,0,0,8.9,56.33,0
2457,32.0,59,6.0,0,0,7.5,70.4,0
2458,40.0,47,0.5,1,0,5.5,47.35,0
2459,42.0,48,2.0,0,0,4.7,42.69,0
2460,42.0,64,6.4,0,0,7.7,66.88,0
2461,38.0,50,3.8,0,0,6.0,44.19,0
2462,45.0,41,0.5,0,1,2.8,28.22,0
2463,42.0,72,7.1,1,0,8.3,102.32,0
2464,25.0,22,6.4,0,0,5.4,75.34,0
2465,46.0,54,3.3,1,1,5.8,91.5,0
2466,46.0,5,7.5,0,0,7.3,60.61,0
2467,30.0,17,3.4,0,1,5.2,85.04,0
2468,38.0,41,3.8,1,0,5.3,66.62,0
2469,44.0,35,4.0,1,0,4.5,83.09,0
2470,35.0,40,1.2,0,1,3.2,41.09,0
2471,48.0,22,5.8,0,0,5.1,63.71,0
2472,61.0,48,6.0,0,1,7.7,67.21,0
2473,30.0,53,4.1,1,1,6.0,99.2,0
2474,24.0,10,6.4,0,0,5.7,62.1,0
2475,41.0,18,1.8,0,0,1.9,35.43,1
2476,45.0,49,6.4,0,0,5.1,57.92,0
2477,35.0,71,5.7,0,0,7.5,69.09,0
2478,52.0,30,3.6,1,0,4.1,72.24,0
2479,24.0,19,5.8,0,0,5.8,63.09,0
2480,44.0,55,3.2,0,0,5.1,74.66,0
2481,31.0,60,7.2,0,1,8.9,73.54,0
2482,55.0,72,6.1,0,1,9.8,72.57,0
2483,57.0,21,5.7,0,0,4.4,42.13,0
2484,30.0,26,4.1,0,0,4.9,33.4,0
2485,32.0,28,6.6,0,0,7.1,81.81,1
2486,46.0,39,7.4,1,1,6.2,107.85,0
2487,34.0,33,8.2,1,0,6.7,69.73,0
2488,37.0,40,3.9,0,1,6.7,66.72,0
2489,38.0,29,6.6,0,1,7.7,78.25,0
2490,18.0,20,7.8,0,1,9.3,78.46,0
2491,37.0,20,4.5,0,0,5.4,48.16,0
2492,31.0,12,7.8,1,0,7.0,95.63,0
2493,33.0,25,5.3,1,1,4.8,97.49,0
2494,52.0,25,3.0,1,0,3.2,78.33,1
2495,25.0,4,3.6,0,0,3.3,47.28,0
2496,46.0,4,2.1,1,0,1.7,65.7,1
2497,35.0,9,4.9,0,0,3.8,52.69,0
2498,35.0,15,4.7,1,1,6.8,86.06,0
2499,45.0,26,5.4,0,0,5.4,44.94,0
2500,41.0,71,7.7,0,1,10.0,89.82,0
2501,43.0,32,5.0,0,0,3.9,47.25,0
2502,47.0,52,4.5,0,0,7.4,58.31,0
2503,34.0,32,4.6,1,1,6.6,94.65,0
2504,31.0,9,1.3,1,1,2.4,73.74,0
2505,27.0,13,6.4,1,1,7.5,109.42,0
2506,29.0,56,4.7,1,1,6.0,98.76,0
2507,67.0,44,5.2,0,0,7.6,39.23,0
2508,50.0,30,4.6,0,0,5.3,34.79,0
2509,24.0,16,5.3,0,0,6.7,61.99,0
2510,24.0,12,2.4,1,0,2.9,59.46,0
2511,42.0,66,5.0,0,0,7.0,56.51,0
2512,43.0,18,3.8,0,0,3.0,51.28,0
2513,43.0,13,5.1,0,0,3.8,67.38,0
2514,35.0,24,3.0,1,0,2.0,86.35,1
2515,36.0,12,6.0,1,0,6.7,73.35,0
2516,41.0,60,5.0,0,0,6.7,53.72,0
2517,38.0,60,2.4,1,0,5.6,65.81,0
2518,18.0,1,6.9,0,0,5.9,79.65,0
2519,35.0,43,4.0,0,0,4.7,35.46,0
2520,29.0,55,4.3,1,1,6.4,110.77,0
2521,39.0,40,6.6,0,0,5.9,68.61,0
2522,67.0,64,7.1,0,1,8.2,80.24,0
2523,41.0,34,4.1,1,0,3.4,84.06,0
2524,34.0,34,5.2,1,0,5.9,77.37,0
2525,47.0,48,6.4,1,0,7.9,70.66,0
2526,42.0,33,7.5,0,1,8.4,88.84,0
2527,42.0,68,5.2,0,0,7.9,53.24,0
2528,44.0,30,5.9,0,0,6.6,54.86,0
2529,58.0,71,3.2,1,1,7.0,82.95,0
2530,26.0,71,2.0,0,1,7.5,66.03,0
2531,42.0,29,6.1,0,0,5.6,60.4,0
2532,28.0,23,3.4,0,1,4.6,62.18,0
2533,43.0,34,3.2,1,1,5.5,84.69,0
2534,28.0,15,6.3,0,0,3.7,56.81,0
2535,33.0,53,4.7,0,0,5.9,47.7,0
2536,35.0,17,5.5,0,1,3.9,73.21,0
2537,47.0,64,2.4,0,0,5.6,49.43,0
2538,47.0,61,3.2,0,0,4.0,42.18,0
2539,25.0,57,8.3,0,0,8.6,72.84,0
2540,38.0,37,3.7,1,0,5.9,69.57,0
2541,30.0,7,4.6,0,0,3.6,35.23,1
2542,25.0,8,5.5,0,1,3.8,79.56,0
2543,35.0,68,2.9,0,1,7.0,57.14,0
2544,34.0,21,7.7,1,0,6.2,100.2,0
2545,62.0,61,5.0,0,0,7.5,71.63,0
2546,42.0,29,4.5,1,0,4.5,71.02,0
2547,24.0,25,7.1,1,0,7.4,99.73,0
2548,32.0,58,6.8,0,0,8.1,60.0,0
2549,48.0,14,8.9,0,0,7.8,71.59,0
2550,58.0,66,4.1,1,0,6.1,79.41,0
2551,22.0,54,9.4,1,0,10.0,82.27,0
2552,19.0,67,6.3,1,0,7.2,69.22,0
2553,56.0,30,8.4,1,0,5.5,97.48,0
2554,41.0,18,7.0,0,1,6.2,58.67,0
2555,29.0,54,3.7,1,1,6.9,104.43,0
2556,43.0,21,3.3,0,0,3.7,60.01,0
2557,18.0,53,1.4,0,1,5.3,60.5,0
2558,38.0,16,1.0,1,0,2.7,58.59,0
2559,41.0,28,3.8,0,0,4.2,59.97,0
2560,47.0,4,7.5,0,0,5.8,63.02,0
2561,27.0,55,4.0,0,0,6.5,46.25,0
2562,38.0,15,3.6,0,1,3.1,66.86,0
2563,28.0,64,6.4,1,1,9.9,98.72,0
2564,40.0,65,3.3,0,0,6.9,59.3,0
2565,29.0,16,8.7,1,0,7.6,111.01,0
2566,33.0,20,4.5,0,0,4.4,42.97,0
2567,28.0,64,6.9,0,1,10.0,76.81,0
2568,44.0,33,4.6,0,0,2.7,49.51,0
2569,46.0,69,5.0,0,0,6.9,67.27,0
2570,35.0,69,7.3,0,1,8.7,82.73,0
2571,38.0,58,5.5,1,0,7.1,83.87,0
2572,23.0,39,8.0,0,1,8.0,79.27,0
2573,35.0,36,3.4,0,0,5.1,62.39,1
2574,37.0,68,2.4,0,0,4.7,30.32,0
2575,64.0,21,1.5,0,1,2.3,53.39,1
2576,26.0,63,7.5,0,0,7.5,50.49,0
2577,52.0,6,6.8,1,0,3.7,101.37,1
2578,47.0,24,4.5,0,1,5.8,72.03,0
2579,40.0,53,5.6,0,0,7.2,75.77,0
2580,55.0,50,7.1,0,0,6.9,55.89,0
2581,41.0,12,4.6,0,0,2.4,63.59,0
2582,41.0,56,1.5,0,0,3.8,41.33,0
2583,37.0,15,1.5,1,0,1.8,54.59,0
2584,50.0,40,2.8,1,0,3.5,62.46,0
2585,48.0,41,5.2,0,0,4.9,61.5,0
2586,31.0,69,3.1,1,0,6.9,70.2,0
2587,24.0,69,7.1,0,0,7.8,58.49,0
2588,35.0,6,2.5,1,0,0.6,84.75,1
2589,29.0,67,3.6,1,0,5.8,73.51,0
2590,37.0,33,1.4,0,0,3.1,33.04,1
2591,50.0,43,4.1,0,0,5.5,39.73,0
2592,33.0,21,5.0,0,0,3.0,49.87,0
2593,37.0,65,7.2,0,0,9.5,44.35,0
2594,38.0,17,5.2,0,0,4.7,56.22,0
2595,46.0,8,6.5,1,0,5.5,94.74,0
2596,18.0,64,7.0,0,1,10.0,99.4,0
2597,31.0,28,5.8,0,0,6.2,54.75,0
2598,40.0,13,3.2,1,1,5.0,95.83,0
2599,50.0,13,5.8,1,0,4.5,80.58,0
2600,33.0,38,8.0,0,1,9.0,71.98,0
2601,19.0,25,4.4,1,0,3.1,56.42,0
2602,44.0,62,6.1,1,0,7.5,84.45,0
2603,31.0,23,6.1,0,1,8.5,60.03,0
2604,26.0,21,4.3,0,0,4.5,48.76,0
2605,31.0,54,6.9,1,0,9.7,85.09,0
2606,36.0,63,4.2,1,0,6.6,58.54,0
2607,31.0,30,5.9,0,0,5.9,32.37,0
2608,18.0,68,4.5,0,1,7.9,65.23,0
2609,46.0,32,5.1,1,0,7.1,95.11,0
2610,50.0,24,6.9,1,0,5.5,91.82,0
2611,44.0,7,1.1,1,0,0.4,53.05,1
2612,26.0,72,6.2,1,0,7.1,77.98,0
2613,35.0,1,6.4,1,0,6.8,90.38,0
2614,37.0,3,3.9,1,0,3.0,74.94,1
2615,43.0,28,4.9,1,0,4.9,86.21,0
2616,44.0,43,3.0,1,0,4.8,87.67,0
2617,30.0,46,3.4,0,0,4.4,57.88,0
2618,38.0,1,5.5,1,0,3.2,93.36,0
2619,42.0,38,10.3,0,1,9.8,99.85,0
2620,52.0,35,6.3,0,0,5.3,38.84,0
2621,45.0,54,3.3,0,0,3.0,24.85,0
2622,45.0,24,6.6,0,0,5.8,67.23,0
2623,38.0,28,6.2,0,1,5.7,74.81,0
2624,52.0,22,1.5,1,0,2.7,78.75,0
2625,42.0,16,4.4,1,0,4.7,91.09,0
2626,29.0,13,4.7,1,1,4.8,99.39,0
2627,52.0,62,5.2,1,0,7.1,75.93,0
2628,44.0,43,4.9,0,0,6.3,45.14,0
2629,33.0,32,5.3,0,0,6.8,72.2,0
2630,33.0,67,3.1,0,0,5.2,46.91,0
2631,40.0,57,4.3,0,0,4.5,44.32,0
2632,42.0,65,4.5,1,0,5.5,76.04,0
2633,39.0,69,7.3,0,0,6.9,63.84,0
2634,41.0,49,3.6,0,0,5.5,65.66,0
2635,54.0,33,4.5,0,1,3.1,74.28,0
2636,48.0,19,4.3,0,0,2.9,51.6,0
2637,39.0,36,8.2,0,0,7.5,57.19,0
2638,47.0,70,6.3,1,1,8.4,111.28,0
2639,27.0,15,3.1,0,0,2.1,46.09,0
2640,41.0,24,5.8,0,1,7.6,84.27,0
2641,56.0,27,3.0,0,0,2.3,45.41,1
2642,35.0,49,5.5,1,1,7.4,99.14,0
2643,29.0,23,7.7,0,1,9.0,89.16,0
2644,31.0,33,1.1,0,0,2.0,27.71,1
2645,27.0,41,3.0,0,0,6.5,46.46,0
2646,30.0,56,5.3,1,0,7.6,94.47,0
2647,34.0,29,4.2,1,0,5.5,84.86,0
2648,23.0,31,5.4,0,1,5.5,74.22,0
2649,38.0,65,4.8,1,0,6.5,77.08,0
2650,47.0,18,1.6,0,1,3.3,64.05,0
2651,28.0,6,6.2,0,1,5.8,84.95,0
2652,53.0,52,2.3,0,0,3.7,41.64,0
2653,43.0,40,5.4,0,0,5.7,51.49,0
2654,48.0,65,4.1,1,0,3.7,66.58,0
2655,31.0,42,9.8,1,0,8.0,95.0,0
2656,46.0,68,4.8,0,1,9.9,72.18,0
2657,27.0,32,5.7,0,0,5.1,61.88,0
2658,46.0,10,6.1,0,0,4.1,43.36,0
2659,39.0,69,5.7,0,1,8.9,85.69,0
2660,43.0,9,4.9,1,0,3.9,69.07,0
2661,26.0,69,3.0,1,0,3.3,63.25,0
2662,29.0,61,4.8,1,1,8.0,96.34,0
2663,43.0,11,1.3,0,0,2.0,40.18,0
2664,28.0,68,6.0,1,1,9.7,119.95,0
2665,42.0,8,10.8,0,1,8.6,99.55,0
2666,24.0,49,5.4,1,0,7.7,92.58,0
2667,46.0,24,5.7,0,0,6.6,54.37,0
2668,25.0,33,1.9,0,0,4.3,52.78,0
2669,43.0,19,3.4,0,0,4.1,46.13,0
2670,44.0,2,6.8,0,0,4.5,49.09,0
2671,31.0,55,2.1,1,0,4.2,58.4,0
2672,43.0,11,3.5,1,1,6.0,92.82,0
2673,40.0,17,6.1,1,0,2.9,83.59,0
2674,32.0,42,6.6,0,1,7.5,72.94,0
2675,27.0,61,4.8,0,0,6.9,40.7,0
2676,18.0,3,5.2,1,0,3.6,89.23,0
2677,41.0,35,5.2,1,1,6.5,78.11,0
2678,22.0,66,2.5,0,1,8.2,67.71,0
2679,38.0,1,4.9,1,0,4.3,68.28,0
2680,35.0,7,5.5,1,0,5.2,101.37,0
2681,44.0,20,4.8,1,0,3.6,58.88,0
2682,34.0,43,1.1,0,0,2.4,20.0,0
2683,34.0,6,8.1,1,1,7.9,111.1,0
2684,45.0,55,2.8,0,0,5.2,54.22,0
2685,41.0,21,5.1,1,0,6.5,102.48,0
2686,41.0,51,5.6,0,0,6.9,68.09,0
2687,42.0,46,4.1,1,0,6.8,76.9,0
2688,22.0,35,5.5,1,1,7.7,92.73,0
2689,45.0,8,3.4,0,0,2.6,39.6,0
2690,44.0,68,9.3,1,1,10.0,114.87,0
2691,27.0,16,4.5,0,1,6.2,68.33,0
2692,35.0,67,6.8,0,0,7.7,61.45,0
2693,37.0,71,2.8,0,1,6.9,66.07,0
2694,36.0,64,6.4,0,0,6.9,56.38,0
2695,41.0,2,3.6,1,0,2.6,74.44,0
2696,52.0,1,2.2,0,0,2.2,44.84,1
2697,48.0,58,2.9,1,1,6.0,78.38,0
2698,24.0,1,3.3,0,0,1.7,34.01,1
2699,44.0,7,5.2,1,0,4.1,92.09,0
2700,51.0,69,10.8,0,0,10.0,85.0,0
2701,41.0,18,10.5,0,0,8.2,80.85,0
2702,48.0,32,4.4,1,1,8.0,82.53,0
2703,58.0,45,6.9,0,1,8.7,92.29,0
2704,48.0,33,2.5,1,0,3.9,67.44,0
2705,40.0,49,0.8,0,0,3.9,48.92,0
2706,48.0,33,5.1,0,0,5.6,57.23,0
2707,39.0,71,6.1,1,0,6.8,82.87,0
2708,38.0,68,6.6,1,1,8.7,101.66,0
2709,34.0,28,7.2,0,0,5.3,81.59,0
2710,53.0,53,4.3,1,1,5.9,106.6,0
2711,29.0,44,5.1,0,0,6.1,57.93,0
2712,53.0,55,6.6,0,0,8.6,72.63,0
2713,42.0,10,7.4,0,0,6.4,70.3,0
2714,24.0,14,3.2,1,0,3.6,52.82,0
2715,41.0,36,5.4,0,0,4.6,66.52,0
2716,18.0,34,6.3,0,0,6.6,68.5,0
2717,44.0,18,5.3,1,0,5.1,70.54,0
2718,46.0,16,3.8,0,0,5.1,54.65,0
2719,32.0,37,5.0,0,0,5.7,46.66,0
2720,39.0,41,6.1,0,0,8.0,56.03,0
2721,57.0,25,3.5,0,0,3.8,48.91,0
2722,32.0,8,2.6,0,1,4.2,64.03,1
2723,27.0,18,9.1,0,0,8.4,74.78,0
2724,52.0,68,5.4,0,0,7.4,40.65,0
2725,57.0,48,6.9,0,0,5.7,64.85,0
2726,38.0,70,5.4,1,0,6.3,98.82,0
2727,48.0,67,7.1,1,0,10.0,93.21,0
2728,51.0,18,5.2,1,0,4.6,79.0,0
2729,30.0,18,6.2,0,1,7.4,87.78,0
2730,33.0,56,2.8,0,0,3.7,45.4,0
2731,50.0,23,1.5,1,0,2.5,58.13,0
2732,54.0,35,4.0,1,0,5.9,84.38,0
2733,43.0,6,2.1,0,0,0.0,43.37,0
2734,29.0,26,0.8,0,0,2.0,37.9,0
2735,57.0,61,5.6,1,1,8.7,101.03,0
2736,32.0,15,1.5,0,0,2.1,36.31,1
2737,34.0,32,6.9,0,1,10.0,92.48,0
2738,41.0,12,7.9,0,0,5.9,64.36,0
2739,53.0,5,2.1,1,0,1.3,88.78,1
2740,46.0,64,5.6,1,1,8.4,96.99,0
2741,42.0,71,8.7,1,1,10.0,112.49,0
2742,42.0,27,4.1,1,0,4.3,85.64,0
2743,38.0,45,6.2,0,0,7.2,60.88,0
2744,43.0,35,9.8,1,0,6.3,109.92,0
2745,18.0,26,1.6,0,0,2.6,53.41,1
2746,35.0,23,3.0,0,0,3.1,48.88,0
2747,40.0,13,6.1,1,0,5.0,88.99,0
2748,26.0,3,9.3,0,0,6.4,71.21,0
2749,41.0,29,3.6,0,0,2.7,39.39,0
2750,35.0,66,9.9,1,0,9.9,88.98,0
2751,55.0,64,5.3,1,0,8.4,74.18,0
2752,53.0,28,1.1,0,0,2.3,30.58,0
2753,33.0,36,8.2,0,0,5.7,63.46,0
2754,36.0,6,4.1,0,0,2.0,47.82,1
2755,37.0,11,5.9,1,0,5.0,79.74,0
2756,33.0,38,1.7,0,1,3.5,66.84,0
2757,39.0,34,3.5,1,0,4.4,59.37,1
2758,30.0,67,2.0,0,0,6.0,49.93,0
2759,26.0,46,1.8,0,1,5.5,65.79,0
2760,44.0,29,5.2,0,1,5.6,66.75,0
2761,44.0,60,6.1,0,0,7.5,47.92,0
2762,29.0,54,3.9,1,0,6.2,80.14,0
2763,46.0,69,2.1,1,0,4.2,71.21,0
2764,31.0,9,2.4,0,0,1.1,34.31,1
2765,40.0,10,5.7,0,0,4.4,45.47,0
2766,46.0,68,5.2,1,0,8.6,77.09,0
2767,37.0,58,5.8,0,0,6.0,26.78,0
2768,42.0,52,8.1,1,1,9.3,121.04,0
2769,32.0,34,6.2,0,0,4.8,54.43,0
2770,36.0,35,5.8,0,1,6.6,81.07,0
2771,35.0,33,9.7,0,1,9.8,116.61,0
2772,30.0,72,4.5,0,0,6.6,48.32,0
2773,36.0,32,9.8,0,0,5.7,85.61,0
2774,22.0,55,7.8,1,0,8.0,91.67,0
2775,33.0,8,4.4,0,0,5.2,47.6,0
2776,35.0,46,6.6,0,0,7.1,78.32,0
2777,35.0,14,4.6,0,0,3.7,47.3,0
2778,35.0,8,2.1,1,1,2.8,91.11,0
2779,37.0,71,5.0,1,0,6.1,83.07,0
2780,42.0,54,2.1,1,0,4.3,69.52,0
2781,46.0,21,5.5,0,1,6.8,83.59,0
2782,31.0,14,6.6,1,0,7.1,93.17,0
2783,25.0,2,4.6,1,0,2.6,72.19,1
2784,27.0,61,5.5,0,0,8.2,52.99,0
2785,33.0,17,5.4,0,0,5.9,59.89,0
2786,34.0,48,6.7,1,0,6.7,69.9,0
2787,30.0,8,5.2,0,0,3.3,59.56,0
2788,25.0,56,4.4,0,0,4.4,46.09,0
2789,33.0,17,6.6,0,1,7.0,93.43,0
2790,39.0,69,5.3,0,0,6.9,36.98,0
2791,43.0,12,0.7,0,1,3.7,58.29,0
2792,32.0,38,4.3,1,0,5.3,79.2,0
2793,33.0,18,4.0,1,1,3.2,96.38,0
2794,28.0,26,5.3,0,0,4.9,69.67,0
2795,37.0,37,5.1,0,1,7.2,75.55,0
2796,29.0,70,1.1,1,0,4.0,63.02,0
2797,43.0,41,2.0,1,0,4.4,52.89,0
2798,20.0,42,3.1,0,0,3.7,46.76,0
2799,34.0,41,5.1,1,0,6.7,78.08,0
2800,41.0,47,7.1,1,0,6.8,88.02,0
2801,39.0,14,1.8,0,1,3.1,42.98,0
2802,64.0,1,3.7,0,0,4.6,65.58,0
2803,41.0,17,4.9,0,0,3.0,44.96,1
2804,27.0,55,3.1,1,1,6.5,87.76,0
2805,37.0,53,5.2,0,1,8.1,61.01,0
2806,20.0,31,6.3,0,0,5.3,46.92,0
2807,37.0,62,3.5,0,0,6.0,33.12,0
2808,29.0,8,5.7,1,0,5.1,98.77,0
2809,47.0,30,4.8,0,0,5.1,37.79,0
2810,32.0,66,2.7,1,0,5.4,62.77,0
2811,36.0,45,4.7,1,0,6.1,74.59,0
2812,31.0,18,5.9,1,0,4.3,77.19,0
2813,55.0,45,7.8,1,0,7.1,85.44,0
2814,34.0,19,8.3,0,0,7.2,67.15,0
2815,56.0,68,3.9,1,0,5.7,61.94,0
2816,46.0,50,3.7,1,0,5.1,83.04,0
2817,42.0,25,5.1,1,0,2.3,95.97,1
2818,41.0,38,3.9,1,0,5.3,87.07,0
2819,41.0,36,7.4,1,1,9.8,92.88,0
2820,18.0,68,5.2,0,1,9.2,56.07,0
2821,35.0,56,5.1,0,1,8.6,59.85,0
2822,46.0,39,6.3,0,0,7.3,66.82,0
2823,37.0,63,5.3,0,0,6.7,51.38,0
2824,23.0,7,5.6,1,1,4.9,127.02,0
2825,37.0,58,5.5,0,1,8.8,77.88,0
